Date,County,Circuit,Counts,OffenseSeriousness,OffenseCode,OffenseType,Sentence,Statute,JudgeID,Trial,Incarceration,Age,Black,EventID,CriminalHistory,Sex,ExpMinSentence,HomeCircuit,Week,JudgeName,Plea,ImputedDate,Imputation,WorkType
2001-01-05,Spartanburg,7,2,5,396,Rape,240.0,16-03-0655(2),Judge 4,0,1,34,1,1191,voluminous,Male,204.0,7.0,1-2001,BEATTY,1,,None,Disagree
2001-01-23,York,16,2,2,57,Other,12.0,56-01-1100,Judge 4,0,1,50,1,1192,voluminous,Male,3.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-23,York,16,3,2,57,Other,36.0,56-01-1100,Judge 4,0,1,32,0,1193,moderate,Male,9.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 4,0,0,30,0,1194,minimal,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 4,0,0,37,0,1195,minimal,Female,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 4,0,0,40,1,1196,minimal,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 4,0,0,21,1,1197,none,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,2,3,107,Drug Distribution,6.0,44-53-0445(B)(1),Judge 4,0,1,27,1,1198,moderate,Male,1.5,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,1,164,Other,0.0,"56-05-2930, 2940(3)",Judge 4,0,0,45,0,1199,moderate,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,28,0,1200,none,Female,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,29,0,1201,none,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,42,0,1202,none,Female,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 4,0,0,17,0,1203,none,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 4,0,0,21,1,1204,none,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,1,2,348,Fraud,0.0,"16-14-0020, 100(b)",Judge 4,0,0,30,1,1205,minimal,Female,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-24,York,16,2,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 4,0,0,30,0,1206,minimal,Male,0.0,7.0,4-2001,BEATTY,1,,None,GS
2001-01-29,Pickens,13,1,6,392,Drug Distribution,96.0,44-53-0375(C)(2)(a),Judge 4,0,1,27,0,1207,minimal,Male,81.6,7.0,5-2001,BEATTY,1,,None,GS(SGJ)
2001-02-05,Spartanburg,7,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 4,0,0,39,0,1208,none,Female,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-05,Spartanburg,7,1,2,57,Other,0.0,56-01-1100,Judge 4,0,0,23,1,1209,minimal,Male,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-05,Spartanburg,7,1,4,80,Burglary,0.0,16-11-0312(A),Judge 4,0,0,35,1,1210,moderate,Female,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-05,Spartanburg,7,2,7,139,Robbery,180.0,16-11-0330(A),Judge 4,0,1,30,1,1211,moderate,Male,153.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-05,Spartanburg,7,2,3,162,Rape,156.0,16-03-0654,Judge 4,0,1,37,0,1212,moderate,Male,39.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-05,Spartanburg,7,2,3,187,Drug Distribution,36.0,44-53-0370(b)(2),Judge 4,0,1,23,1,1213,none,Male,9.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-06,Spartanburg,7,1,2,57,Other,0.0,56-01-1100,Judge 4,0,0,21,1,1214,minimal,Male,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-06,Spartanburg,7,2,7,139,Robbery,156.0,16-11-0330(A),Judge 4,0,1,27,1,1215,minimal,Male,132.6,7.0,6-2001,BEATTY,1,,None,GS
2001-02-06,Spartanburg,7,1,7,139,Robbery,120.0,16-11-0330(A),Judge 4,0,1,18,1,1216,none,Male,102.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-07,Spartanburg,7,1,2,177,Drug Possesion,0.0,44-53-0370(d)(1),Judge 4,0,0,49,1,1217,minimal,Male,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-08,Spartanburg,7,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 4,0,0,45,1,1218,minimal,Male,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-08,Spartanburg,7,1,4,80,Burglary,0.0,16-11-0312(A),Judge 4,0,0,37,0,1219,minimal,Female,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-08,Spartanburg,7,1,2,112,Drug Distribution,180.0,44-53-0375(B)(1),Judge 4,0,1,30,1,1220,moderate,Male,45.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-08,Spartanburg,7,1,7,139,Robbery,180.0,16-11-0330(A),Judge 4,0,1,28,1,1221,moderate,Male,153.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-08,Spartanburg,7,3,7,139,Robbery,216.0,16-11-0330(A),Judge 4,0,1,28,0,1222,moderate,Male,183.6,7.0,6-2001,BEATTY,1,,None,GS
2001-02-08,Spartanburg,7,1,2,529,Theft,0.0,16-13-0110(B)(2),Judge 4,0,0,30,1,1223,voluminous,Female,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-08,Spartanburg,7,1,2,531,Fraud,0.0,16-13-0240(2),Judge 4,0,0,19,0,1224,none,Male,0.0,7.0,6-2001,BEATTY,1,,None,GS
2001-02-13,Lancaster,6,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 4,0,0,26,1,1225,none,Male,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-13,Lancaster,6,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 4,0,0,20,1,1226,minimal,Male,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-13,Lancaster,6,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 4,0,0,20,0,1227,none,Male,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-13,Lancaster,6,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,21,0,1228,none,Male,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-13,Lancaster,6,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 4,0,0,17,0,1229,none,Male,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-13,Lancaster,6,1,1,800,Fraud,0.0,"34-11-0060, 0090(b)",Judge 4,0,0,36,0,1230,minimal,Female,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-14,Lancaster,6,2,2,49,Other,12.0,16-17-0410,Judge 4,0,1,37,0,1231,minimal,Female,3.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-14,Lancaster,6,1,4,80,Burglary,0.0,16-11-0312(A),Judge 4,0,0,35,0,1232,none,Female,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-14,Lancaster,6,1,3,256,Other,0.0,16-09-0320(B),Judge 4,0,0,32,1,1233,minimal,Male,0.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-14,Lancaster,6,8,3,428,Burglary,120.0,16-11-0313,Judge 4,0,1,47,1,1234,voluminous,Male,30.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-14,Lancaster,6,7,2,2367,Other,36.0,16-01-0057,Judge 4,0,1,39,1,1235,extensive,Male,9.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-15,Lancaster,6,5,2,101,Drug Possesion,12.0,44-53-0375(A),Judge 4,0,1,21,1,1236,moderate,Male,3.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-15,Lancaster,6,2,2,2367,Other,36.0,16-01-0057,Judge 4,0,1,29,0,1237,moderate,Female,9.0,7.0,7-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,6,4,80,Burglary,72.0,16-11-0312(A),Judge 4,0,1,27,1,1238,moderate,Male,18.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,1,4,86,Burglary,7.0,16-11-0312(B),Judge 4,0,1,20,0,1239,minimal,Male,2.31,7.0,9-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,1,4,137,Robbery,0.0,16-11-0325,Judge 4,0,0,27,1,1240,none,Male,0.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,1,4,137,Robbery,36.0,16-11-0325,Judge 4,0,1,37,1,1241,voluminous,Male,9.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 4,0,0,32,1,1242,moderate,Male,0.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,11,3,187,Drug Distribution,60.0,44-53-0370(b)(2),Judge 4,0,1,43,0,1243,moderate,Male,15.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,1,8,385,Rape,240.0,16-03-0655(1),Judge 4,0,1,54,0,1244,moderate,Male,204.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-26,Spartanburg,7,1,2,535,Fraud,0.0,16-21-0010,Judge 4,0,0,41,1,1245,minimal,Female,0.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-28,Spartanburg,7,3,3,13,Assault,24.0,"C/L, 17-25-0030",Judge 4,0,1,30,1,1246,moderate,Male,6.0,7.0,9-2001,BEATTY,1,,None,GS
2001-02-28,Spartanburg,7,4,8,79,Burglary,360.0,16-11-0311,Judge 4,1,1,38,1,1247,voluminous,Male,306.0,7.0,9-2001,BEATTY,0,,None,GS
2001-02-28,Spartanburg,7,2,8,116,Homicide,11988.0,"16-03-0010, 0020",Judge 4,1,1,32,1,1248,none,Male,470.0,7.0,9-2001,BEATTY,0,,None,GS
2001-02-28,Spartanburg,7,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 4,0,0,34,1,1249,none,Male,0.0,7.0,9-2001,BEATTY,1,,None,GS
2001-03-01,Spartanburg,7,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 4,0,0,35,0,1250,minimal,Male,0.0,7.0,9-2001,BEATTY,1,,None,GS
2001-03-19,Greenville,13,2,2,100,Drug Possesion,35.0,44-53-0375(A),Judge 4,0,1,21,1,1251,moderate,Male,8.75,7.0,12-2001,BEATTY,1,,None,Disagree
2001-03-19,Spartanburg,7,1,8,116,Homicide,360.0,"16-03-0010, 0020",Judge 4,0,1,41,1,1252,minimal,Male,360.0,7.0,12-2001,BEATTY,1,,None,GS
2001-03-19,Spartanburg,7,1,2,218,Homicide,0.0,16-03-0060,Judge 4,0,0,48,0,1253,none,Male,0.0,7.0,12-2001,BEATTY,1,,None,GS
2001-03-21,Spartanburg,7,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,32,0,1254,none,Male,0.0,7.0,12-2001,BEATTY,1,,None,GS
2001-03-21,Spartanburg,7,3,2,478,Theft,12.0,16-13-0030(B)(1),Judge 4,0,1,28,0,1255,none,Male,3.0,7.0,12-2001,BEATTY,1,,None,GS
2001-03-21,Spartanburg,7,1,2,513,Theft,0.0,16-13-0180(2),Judge 4,0,0,19,0,1256,minimal,Male,0.0,7.0,12-2001,BEATTY,1,,None,GS
2001-03-21,Spartanburg,7,3,1,685,Other,0.0,"16-25-0020, 0040",Judge 4,0,0,60,0,1257,minimal,Male,0.0,7.0,12-2001,BEATTY,1,,None,GS
2001-03-22,Spartanburg,7,1,1,91,Other,36.0,16-15-0130,Judge 4,0,1,44,0,1258,moderate,Male,9.0,7.0,12-2001,BEATTY,1,,None,GS
2001-03-22,Spartanburg,7,1,3,187,Drug Distribution,36.0,44-53-0370(b)(2),Judge 4,0,1,34,1,1259,moderate,Male,9.0,7.0,12-2001,BEATTY,1,,None,GS
2001-04-11,Fairfield,6,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 4,0,0,27,1,1260,minimal,Male,0.0,7.0,15-2001,BEATTY,1,,None,GS
2001-04-11,Fairfield,6,1,8,79,Burglary,240.0,16-11-0311,Judge 4,1,1,34,1,1261,extensive,Male,204.0,7.0,15-2001,BEATTY,0,,None,GS
2001-04-11,Fairfield,6,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 4,0,0,56,1,1262,minimal,Male,0.0,7.0,15-2001,BEATTY,1,,None,GS
2001-04-18,Fairfield,6,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,50,1,1263,none,Female,0.0,7.0,16-2001,BEATTY,1,,None,GS
2001-04-18,Fairfield,6,3,3,187,Drug Distribution,18.0,44-53-0370(b)(2),Judge 4,0,1,26,1,1264,none,Male,4.5,7.0,16-2001,BEATTY,1,,None,GS
2001-04-18,Fairfield,6,4,3,768,Assault,84.0,"C/L, 16-03-0620, 17-25-0030",Judge 4,0,1,30,0,1265,none,Male,71.39999999999999,7.0,16-2001,BEATTY,1,,None,GS
2001-04-19,Fairfield,6,1,3,13,Assault,60.0,"C/L, 17-25-0030",Judge 4,0,1,25,1,1266,moderate,Male,15.0,7.0,16-2001,BEATTY,1,,None,GS
2001-04-19,Fairfield,6,13,8,79,Burglary,180.0,16-11-0311,Judge 4,1,1,42,1,1267,minimal,Male,153.0,7.0,16-2001,BEATTY,0,,None,GS
2001-05-15,York,16,1,2,540,Other,0.0,16-27-0030,Judge 4,0,0,28,1,1268,minimal,Male,0.0,7.0,20-2001,BEATTY,1,,None,GS
2001-05-16,York,16,3,7,113,Drug Distribution,18.0,44-53-0375(B)(2),Judge 4,1,1,20,1,1269,minimal,Male,15.299999999999999,7.0,20-2001,BEATTY,0,,None,GS
2001-05-17,York,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 4,0,0,39,0,1270,moderate,Male,0.0,7.0,20-2001,BEATTY,1,,None,GS
2001-05-17,York,16,1,4,86,Burglary,0.0,16-11-0312(B),Judge 4,0,0,43,1,1271,minimal,Male,0.0,7.0,20-2001,BEATTY,1,,None,GS
2001-05-17,York,16,2,3,479,Theft,0.0,16-13-0030(B)(2),Judge 4,0,0,21,1,1272,none,Male,0.0,7.0,20-2001,BEATTY,1,,None,GS
2001-05-17,York,16,1,1,781,Other,0.0,"C/L, 17-25-0030",Judge 4,0,0,22,1,1273,minimal,Male,0.0,7.0,20-2001,BEATTY,1,,None,GS
2001-06-11,York,16,6,7,113,Drug Distribution,84.0,44-53-0375(B)(2),Judge 4,0,1,28,1,1274,moderate,Male,71.39999999999999,7.0,24-2001,BEATTY,1,,None,Disagree
2001-06-11,York,16,3,3,479,Theft,12.0,16-13-0030(B)(2),Judge 4,0,1,20,1,1275,moderate,Male,3.0,7.0,24-2001,BEATTY,1,,None,Disagree
2001-06-11,York,16,3,3,2390,Assault,60.0,"16-25-0065, 17-25-0030",Judge 4,0,1,32,0,1276,extensive,Male,15.0,7.0,24-2001,BEATTY,1,,None,Disagree
2001-06-11,York,16,1,1,2403,Other,0.0,16-03-1720(A),Judge 4,0,0,21,1,1277,none,Male,0.0,7.0,24-2001,BEATTY,1,,None,Disagree
2001-06-11,York,16,1,1,2419,Fraud,0.0,43-07-0070,Judge 4,0,0,41,0,1278,none,Male,0.0,7.0,24-2001,BEATTY,1,,None,Disagree
2001-06-12,York,16,2,1,164,Other,6.0,"56-05-2930, 2940(3)",Judge 4,0,1,49,0,1279,moderate,Male,1.5,7.0,24-2001,BEATTY,1,,None,Disagree
2001-06-12,York,16,1,3,421,Fraud,0.0,16-13-0230(B)(3),Judge 4,0,0,19,1,1280,none,Male,0.0,7.0,24-2001,BEATTY,1,,None,Disagree
2001-06-18,Oconee,10,1,4,80,Burglary,84.0,16-11-0312(A),Judge 4,0,1,36,0,1281,voluminous,Male,21.0,7.0,25-2001,BEATTY,1,,None,GS
2001-06-18,Oconee,10,1,3,256,Other,0.0,16-09-0320(B),Judge 4,0,0,38,0,1282,minimal,Male,0.0,7.0,25-2001,BEATTY,1,,None,GS
2001-06-18,Oconee,10,1,3,479,Theft,0.0,16-13-0030(B)(2),Judge 4,0,0,20,0,1283,minimal,Male,0.0,7.0,25-2001,BEATTY,1,,None,GS
2001-06-18,Oconee,10,1,2,561,Drug Distribution,0.0,44-53-0390,Judge 4,0,0,41,0,1284,minimal,Male,0.0,7.0,25-2001,BEATTY,1,,None,GS
2001-06-18,Oconee,10,1,2,561,Drug Distribution,0.0,44-53-0390,Judge 4,0,0,41,0,1285,minimal,Female,0.0,7.0,25-2001,BEATTY,1,,None,GS
2001-06-19,Anderson,10,2,2,165,Other,36.0,"56-05-2930, 2940(4)",Judge 4,0,1,46,0,1286,moderate,Male,9.0,7.0,25-2001,BEATTY,1,,None,GS CC
2001-06-19,Anderson,10,1,2,165,Other,24.0,"56-05-2930, 2940(4)",Judge 4,0,1,50,0,1287,voluminous,Male,6.0,7.0,25-2001,BEATTY,1,,None,GS CC
2001-06-19,Anderson,10,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,26,0,1288,none,Male,0.0,7.0,25-2001,BEATTY,1,,None,GS CC
2001-06-19,Anderson,10,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,21,1,1289,none,Male,0.0,7.0,25-2001,BEATTY,1,,None,GS CC
2001-06-21,Anderson,10,5,4,86,Burglary,30.0,16-11-0312(B),Judge 4,0,1,26,0,1290,extensive,Male,9.9,7.0,25-2001,BEATTY,1,,None,GS CC
2001-06-21,Anderson,10,2,2,100,Drug Possesion,36.0,44-53-0375(A),Judge 4,0,1,41,1,1291,minimal,Male,9.0,7.0,25-2001,BEATTY,1,,None,GS CC
2001-06-21,Anderson,10,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 4,0,0,30,1,1292,moderate,Male,0.0,7.0,25-2001,BEATTY,1,,None,GS CC
2001-06-25,York,16,1,2,57,Other,0.0,56-01-1100,Judge 4,0,0,36,1,1293,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-25,York,16,1,2,57,Other,0.0,56-01-1100,Judge 4,0,0,22,0,1294,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-25,York,16,1,1,164,Other,0.0,"56-05-2930, 2940(3)",Judge 4,0,0,43,0,1295,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-25,York,16,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 4,0,0,24,0,1296,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-25,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,31,0,1297,minimal,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-25,York,16,1,2,427,Burglary,0.0,16-11-0313,Judge 4,0,0,22,0,1298,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-25,York,16,1,2,1345,Theft,0.0,34-03-0110(B),Judge 4,0,0,42,1,1299,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-26,York,16,1,4,137,Robbery,36.0,16-11-0325,Judge 4,0,1,50,1,1300,none,Male,9.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-26,York,16,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 4,0,0,36,0,1301,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-26,York,16,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 4,0,0,21,0,1302,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-26,York,16,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 4,0,0,18,0,1303,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-26,York,16,1,1,685,Other,12.0,"16-25-0020, 0040",Judge 4,0,1,45,1,1304,moderate,Male,3.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-27,York,16,1,1,27,Drug Possesion,0.0,44-53-0420,Judge 4,0,0,25,1,1305,none,Female,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-27,York,16,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 4,0,0,26,0,1306,extensive,Female,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-27,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,29,0,1307,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-27,York,16,1,3,479,Theft,0.0,16-13-0030(B)(2),Judge 4,0,0,39,0,1308,none,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-28,York,16,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 4,0,0,23,1,1309,moderate,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-28,York,16,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 4,0,0,44,1,1310,none,Female,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-28,York,16,1,7,114,Drug Distribution,0.0,44-53-0375(B)(3),Judge 4,0,0,41,0,1311,minimal,Female,0.0,7.0,26-2001,BEATTY,1,,None,GS
2001-06-28,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 4,0,0,23,1,1312,minimal,Male,0.0,7.0,26-2001,BEATTY,1,,None,GS
2000-08-07,Spartanburg,7,2,3,13,Assault,18.0,"C/L, 17-25-0030",Judge 4,0,1,25,0,1313,moderate,Male,4.5,7.0,,BEATTY,1,2000-08-07,CountyGS,GS
2000-08-08,Spartanburg,7,1,3,13,Assault,24.0,"C/L, 17-25-0030",Judge 4,0,1,42,1,1314,minimal,Male,6.0,7.0,,BEATTY,1,2000-08-08,CountyGS,GS
2000-08-09,Spartanburg,7,3,3,13,Assault,60.0,"C/L, 17-25-0030",Judge 4,0,1,27,0,1315,extensive,Male,15.0,7.0,,BEATTY,1,2000-08-09,CountyGS,GS
2000-08-07,Sumter,3,3,4,80,Burglary,60.0,16-11-0312(A),Judge 4,0,1,42,1,1316,voluminous,Male,15.0,7.0,,BEATTY,1,2000-08-07,NonMatching,Disagree
2000-08-08,Williamsburg,3,2,2,100,Drug Possesion,60.0,44-53-0375(A),Judge 4,0,1,28,1,1317,extensive,Male,15.0,7.0,,BEATTY,1,2000-08-08,NonMatching,Disagree
2001-02-12,Lancaster,6,2,3,107,Drug Distribution,7.0,44-53-0445(B)(1),Judge 4,0,1,22,0,1318,minimal,Male,1.75,7.0,,BEATTY,1,2001-02-12,CountyGS,GS
2000-08-10,Spartanburg,7,1,2,183,Drug Distribution,10.3,44-53-0370(b)(1),Judge 4,0,1,21,1,1319,moderate,Male,2.575000047683716,7.0,,BEATTY,1,2000-08-10,CountyGS,GS
2001-04-09,Fairfield,6,1,3,256,Other,8.0,16-09-0320(B),Judge 4,0,1,31,1,1320,none,Male,2.0,7.0,,BEATTY,1,2001-04-09,CountyGS,GS
2000-08-11,Spartanburg,7,1,2,267,Fraud,12.0,,Judge 4,0,1,22,1,1321,moderate,Male,3.0,7.0,,BEATTY,1,2000-08-11,CountyGS,GS
2000-08-30,Spartanburg,7,3,2,427,Burglary,36.0,16-11-0313,Judge 4,0,1,22,0,1322,moderate,Male,9.0,7.0,,BEATTY,1,2000-08-30,CountyGS,GS(SGJ)
2000-07-17,Spartanburg,7,3,2,427,Burglary,12.0,16-11-0313,Judge 4,0,1,30,0,1323,moderate,Male,3.0,7.0,,BEATTY,1,2000-07-17,CountyGS,GS
2001-01-29,Greenville,13,5,2,427,Burglary,24.0,16-11-0313,Judge 4,0,1,26,0,1324,moderate,Male,6.0,7.0,,BEATTY,1,2001-01-29,CircuitGS,Disagree
2000-09-18,Allendale,14,1,3,429,Other,24.0,16-17-0600(B),Judge 4,0,1,20,0,1325,minimal,Male,6.0,7.0,,BEATTY,1,2000-09-18,CircuitGS,Disagree
2000-07-18,Spartanburg,7,1,2,478,Theft,6.0,16-13-0030(B)(1),Judge 4,0,1,48,1,1326,voluminous,Male,1.5,7.0,,BEATTY,1,2000-07-18,CountyGS,GS
2000-07-19,Spartanburg,7,0,2,529,Theft,23.0,16-13-0110(B)(2),Judge 4,0,1,42,1,1327,voluminous,Male,5.75,7.0,,BEATTY,1,2000-07-19,CountyGS,GS
2000-07-20,Spartanburg,7,1,2,529,Theft,48.0,16-13-0110(B)(2),Judge 4,0,1,48,1,1328,voluminous,Female,12.0,7.0,,BEATTY,1,2000-07-20,CountyGS,GS
2001-05-14,York,16,1,1,685,Other,5.0,"16-25-0020, 0040",Judge 4,0,1,34,0,1329,extensive,Male,1.25,7.0,,BEATTY,1,2001-05-14,CountyGS,GS
2000-07-21,Spartanburg,7,2,2,2349,Fraud,18.0,16-14-0060(a)(1-5),Judge 4,0,1,37,1,1330,none,Male,4.5,7.0,,BEATTY,1,2000-07-21,CountyGS,GS
2000-11-13,Spartanburg,7,1,2,2367,Other,0.0,16-01-0057,Judge 4,0,0,27,1,1331,minimal,Female,0.0,7.0,,BEATTY,1,2000-11-13,CountyGS,GS
2001-02-13,Lancaster,6,1,2,2427,Fraud,60.0,16-13-0010(B)(2),Judge 4,0,1,34,1,1332,moderate,Female,15.0,7.0,,BEATTY,1,2001-02-13,CountyGS,GS
2000-11-14,Spartanburg,7,2,2,2427,Fraud,12.0,16-13-0010(B)(2),Judge 4,0,1,29,0,1333,extensive,Female,3.0,7.0,,BEATTY,1,2000-11-14,CountyGS,GS
2000-08-07,Horry,15,1,3,9,Assault,0.0,Common Law,Judge 5,0,0,42,0,1334,none,Male,0.0,,32-2000,BREEDEN,1,,None,GS
2000-08-07,Horry,15,1,2,57,Other,0.0,56-01-1100,Judge 5,0,0,42,0,1335,none,Male,0.0,,32-2000,BREEDEN,1,,None,GS
2000-08-07,Horry,15,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 5,0,0,42,0,1336,minimal,Male,0.0,,32-2000,BREEDEN,1,,None,GS
2000-08-07,Horry,15,1,4,80,Burglary,0.0,16-11-0312(A),Judge 5,0,0,17,0,1337,minimal,Male,0.0,,32-2000,BREEDEN,1,,None,GS
2000-08-07,Horry,15,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 5,0,0,45,0,1338,none,Male,0.0,,32-2000,BREEDEN,1,,None,GS
2000-08-07,Horry,15,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 5,0,0,24,0,1339,none,Male,0.0,,32-2000,BREEDEN,1,,None,GS
2000-08-07,Horry,15,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 5,0,0,35,0,1340,minimal,Female,0.0,,32-2000,BREEDEN,1,,None,GS
2000-08-07,Horry,15,1,2,183,Drug Distribution,0.0,44-53-0370(b)(1),Judge 5,0,0,55,1,1341,none,Male,0.0,,32-2000,BREEDEN,1,,None,GS
