Date,County,Circuit,Counts,OffenseSeriousness,OffenseCode,OffenseType,Sentence,Statute,JudgeID,Trial,Incarceration,Age,Black,EventID,CriminalHistory,ExpMinSentence,Week
2001-06-14,Aiken,2,3,4,108,Drug Distribution,84.0,44-53-0445(B)(2),Judge 2,0,1,41,1,801,extensive,21.0,24-2001
2001-06-18,Aiken,2,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 2,0,0,29,0,802,minimal,0.0,25-2001
2001-06-18,Aiken,2,1,2,177,Drug Possesion,0.0,44-53-0370(d)(1),Judge 2,0,0,25,0,803,none,0.0,25-2001
2001-06-18,Aiken,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,48,0,804,minimal,0.0,25-2001
2001-06-18,Aiken,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,46,1,805,minimal,0.0,25-2001
2001-06-18,Aiken,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,50,0,806,minimal,0.0,25-2001
2001-06-19,Aiken,2,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 2,0,0,42,1,807,minimal,0.0,25-2001
2001-06-19,Aiken,2,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 2,0,0,29,1,808,minimal,0.0,25-2001
2001-06-19,Aiken,2,1,3,421,Fraud,0.0,16-13-0230(B)(3),Judge 2,0,0,39,0,809,minimal,0.0,25-2001
2001-06-19,Aiken,2,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 2,0,0,33,0,810,none,0.0,25-2001
2001-06-19,Aiken,2,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 2,0,0,25,1,811,none,0.0,25-2001
2001-06-19,Aiken,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,20,1,812,none,0.0,25-2001
2001-06-20,Aiken,2,1,4,137,Robbery,48.0,16-11-0325,Judge 2,0,1,32,0,813,moderate,12.0,25-2001
2001-06-20,Aiken,2,1,2,2427,Fraud,24.0,16-13-0010(B)(2),Judge 2,0,1,28,0,814,extensive,6.0,25-2001
2001-06-21,Aiken,2,1,3,13,Assault,60.0,"C/L, 17-25-0030",Judge 2,0,1,20,1,815,moderate,15.0,25-2001
2001-06-22,Aiken,2,6,2,183,Drug Distribution,132.0,44-53-0370(b)(1),Judge 2,0,1,23,1,816,moderate,33.0,25-2001
2001-06-22,Aiken,2,1,8,385,Rape,180.0,16-03-0655(1),Judge 2,0,1,71,0,817,none,153.0,25-2001
2001-06-25,Barnwell,2,1,2,122,Other,0.0,16-23-0410,Judge 2,0,0,37,0,818,none,0.0,26-2001
2001-06-25,Barnwell,2,2,6,395,Homicide,120.0,56-05-2945(A)(2),Judge 2,0,1,28,0,819,none,102.0,26-2001
2001-06-25,Barnwell,2,1,2,553,Theft,0.0,"38-55-0170(2), 16-01-0057",Judge 2,0,0,30,1,820,minimal,0.0,26-2001
2001-06-25,Barnwell,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,30,1,821,minimal,0.0,26-2001
2001-06-25,Barnwell,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,24,1,822,none,0.0,26-2001
2001-06-26,Barnwell,2,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 2,0,0,22,1,823,none,0.0,26-2001
2001-06-26,Orangeburg,1,3,4,80,Burglary,48.0,16-11-0312(A),Judge 2,0,1,37,0,824,moderate,12.0,26-2001
2001-06-26,Barnwell,2,1,4,80,Burglary,0.0,16-11-0312(A),Judge 2,0,0,18,0,825,none,0.0,26-2001
2001-06-26,Barnwell,2,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 2,0,0,23,0,826,minimal,0.0,26-2001
2001-06-26,Barnwell,2,1,5,396,Rape,120.0,16-03-0655(2),Judge 2,0,1,37,1,827,none,102.0,26-2001
2001-06-26,Barnwell,2,1,2,427,Burglary,36.0,16-11-0313,Judge 2,0,1,25,1,828,minimal,9.0,26-2001
2001-06-26,Barnwell,2,2,1,685,Other,12.0,"16-25-0020, 0040",Judge 2,0,1,45,0,829,moderate,3.0,26-2001
2001-06-26,Barnwell,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,29,0,830,minimal,0.0,26-2001
2001-06-27,Barnwell,2,1,3,13,Assault,24.0,"C/L, 17-25-0030",Judge 2,0,1,43,1,831,none,6.0,26-2001
2001-06-27,Barnwell,2,1,2,41,Fraud,0.0,"16-14-0040, (e)",Judge 2,0,0,22,1,832,none,0.0,26-2001
2001-06-27,Barnwell,2,1,1,91,Other,0.0,16-15-0130,Judge 2,0,0,37,0,833,minimal,0.0,26-2001
2001-06-27,Barnwell,2,1,3,107,Drug Distribution,0.0,44-53-0445(B)(1),Judge 2,0,0,30,1,834,minimal,0.0,26-2001
2001-06-27,Barnwell,2,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 2,0,0,23,1,835,minimal,0.0,26-2001
2001-06-27,Barnwell,2,1,1,685,Other,18.0,"16-25-0020, 0040",Judge 2,0,1,40,1,836,moderate,4.5,26-2001
2001-06-27,Barnwell,2,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 2,0,0,27,1,837,minimal,0.0,26-2001
2001-06-28,Barnwell,2,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 2,0,0,20,0,838,none,0.0,26-2001
2001-06-28,Barnwell,2,1,4,80,Burglary,0.0,16-11-0312(A),Judge 2,0,0,20,0,839,none,0.0,26-2001
2001-06-28,Barnwell,2,1,4,86,Burglary,108.0,16-11-0312(B),Judge 2,0,1,21,1,840,moderate,35.64,26-2001
2001-06-28,Barnwell,2,1,3,107,Drug Distribution,0.0,44-53-0445(B)(1),Judge 2,0,0,21,1,841,none,0.0,26-2001
2001-06-28,Barnwell,2,1,3,107,Drug Distribution,0.0,44-53-0445(B)(1),Judge 2,0,0,21,1,842,none,0.0,26-2001
2001-06-28,Barnwell,2,1,3,107,Drug Distribution,0.0,44-53-0445(B)(1),Judge 2,0,0,19,1,843,none,0.0,26-2001
2001-06-28,Barnwell,2,1,4,108,Drug Distribution,36.0,44-53-0445(B)(2),Judge 2,0,1,24,1,844,minimal,9.0,26-2001
2001-06-28,Barnwell,2,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 2,0,0,30,1,845,minimal,0.0,26-2001
2001-06-28,Barnwell,2,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 2,0,0,26,1,846,minimal,0.0,26-2001
2001-06-28,Barnwell,2,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 2,0,0,23,1,847,none,0.0,26-2001
2001-06-28,Barnwell,2,1,3,278,Drug Distribution,48.0,44-53-0370(e)(2)(a)1,Judge 2,0,1,26,1,848,minimal,15.84,26-2001
2001-06-28,Barnwell,2,1,8,385,Rape,72.0,16-03-0655(1),Judge 2,0,1,42,1,849,none,61.199999999999996,26-2001
2001-06-28,Barnwell,2,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 2,0,0,32,1,850,none,0.0,26-2001
,Aiken,2,1,3,13,Assault,48.0,"C/L, 17-25-0030",Judge 2,0,1,35,1,851,moderate,12.0,
,Bamberg,2,2,3,13,Assault,24.0,"C/L, 17-25-0030",Judge 2,0,1,21,1,852,none,6.0,
,Richland,5,1,1,48,Other,0.0,16-17-0490,Judge 2,0,0,23,1,853,minimal,0.0,
,Richland,5,2,4,80,Burglary,72.0,16-11-0312(A),Judge 2,0,1,46,1,854,voluminous,18.0,
,Richland,5,1,4,80,Burglary,24.0,16-11-0312(A),Judge 2,0,1,32,1,855,extensive,6.0,
,Richland,5,3,4,80,Burglary,48.0,16-11-0312(A),Judge 2,0,1,28,1,856,minimal,12.0,
,Richland,5,2,4,80,Burglary,18.0,16-11-0312(A),Judge 2,0,1,31,1,857,moderate,4.5,
,Florence,12,3,4,86,Burglary,72.0,16-11-0312(B),Judge 2,0,1,48,1,858,extensive,23.76,
,Barnwell,2,1,2,100,Drug Possesion,12.0,44-53-0375(A),Judge 2,0,1,34,1,859,minimal,3.0,
,Aiken,2,1,2,100,Drug Possesion,60.0,44-53-0375(A),Judge 2,0,1,48,1,860,none,15.0,
,Richland,5,4,4,108,Drug Distribution,36.0,44-53-0445(B)(2),Judge 2,0,1,39,1,861,moderate,9.0,
,Richland,5,1,2,112,Drug Distribution,9.0,44-53-0375(B)(1),Judge 2,0,1,25,1,862,minimal,2.25,
,Richland,5,1,4,137,Robbery,54.0,16-11-0325,Judge 2,0,1,35,1,863,voluminous,13.5,
,Richland,5,5,4,137,Robbery,108.0,16-11-0325,Judge 2,0,1,19,1,864,none,27.0,
,Richland,5,2,2,183,Drug Distribution,120.0,44-53-0370(b)(1),Judge 2,0,1,25,1,865,none,30.0,
,Laurens,8,3,2,183,Drug Distribution,24.0,44-53-0370(b)(1),Judge 2,0,1,31,1,866,moderate,6.0,
,Richland,5,2,2,183,Drug Distribution,12.0,44-53-0370(b)(1),Judge 2,0,1,39,1,867,none,3.0,
,Richland,5,1,2,183,Drug Distribution,60.0,44-53-0370(b)(1),Judge 2,0,1,35,1,868,voluminous,15.0,
,Richland,5,1,2,186,Drug Distribution,24.0,44-53-0370(b)(2),Judge 2,0,1,43,1,869,none,6.0,
,Lexington,11,1,2,258,Burglary,12.0,"16-13-0160(1)(2), (B)",Judge 2,0,1,24,1,870,none,3.0,
,Aiken,2,3,2,427,Burglary,36.0,16-11-0313,Judge 2,0,1,36,1,871,moderate,9.0,
,Dorchester,1,2,2,427,Burglary,24.0,16-11-0313,Judge 2,0,1,27,0,872,minimal,6.0,
,Aiken,2,1,3,428,Burglary,36.0,16-11-0313,Judge 2,0,1,26,1,873,moderate,9.0,
,Richland,5,1,3,430,Theft,12.0,16-21-0080(3),Judge 2,0,1,21,1,874,minimal,3.0,
,Bamberg,2,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 2,0,0,17,1,875,none,0.0,
,Aiken,2,5,3,514,Theft,120.0,16-13-0180(3),Judge 2,0,1,46,1,876,extensive,30.0,
,Laurens,8,4,2,522,Theft,50.0,16-13-0420(B)(2),Judge 2,0,1,44,1,877,voluminous,12.5,
,Richland,5,1,2,541,Other,6.0,"16-03-1040(A), (C)",Judge 2,0,1,32,1,878,moderate,1.5,
,Richland,5,2,2,553,Theft,6.0,"38-55-0170(2), 16-01-0057",Judge 2,0,1,43,1,879,extensive,1.5,
,Aiken,2,1,2,561,Drug Distribution,24.0,44-53-0390,Judge 2,0,1,45,0,880,voluminous,6.0,
,Aiken,2,1,1,756,Other,36.0,16-21-0060(A),Judge 2,0,1,21,0,881,minimal,9.0,
,Aiken,2,1,1,781,Other,6.0,"C/L, 17-25-0030",Judge 2,0,1,23,1,882,none,1.5,
,Aiken,2,1,1,788,Other,24.0,"C/L, 17-25-0030",Judge 2,0,1,25,0,883,minimal,6.0,
,Aiken,2,1,1,800,Fraud,12.0,"34-11-0060, 0090(b)",Judge 2,0,1,33,1,884,moderate,3.0,
,Richland,5,4,2,1345,Theft,52.8,34-03-0110(B),Judge 2,0,1,35,1,885,none,13.199999809265137,
,Aiken,2,2,3,2390,Assault,60.0,"16-25-0065, 17-25-0030",Judge 2,0,1,37,0,886,minimal,15.0,
,Aiken,2,2,2,2427,Fraud,6.0,16-13-0010(B)(2),Judge 2,0,1,47,1,887,extensive,1.5,
,Aiken,2,4,2,2427,Fraud,64.0,16-13-0010(B)(2),Judge 2,0,1,45,1,888,moderate,16.0,
,Bamberg,2,1,2,2427,Fraud,28.3,16-13-0010(B)(2),Judge 2,0,1,37,1,889,minimal,7.074999809265137,
,Beaufort,14,2,4,2468,Other,144.0,16-15-0140,Judge 2,0,1,37,1,890,minimal,36.0,
2000-08-07,Charleston,9,4,7,114,Drug Distribution,36.0,44-53-0375(B)(3),Judge 3,0,1,27,1,891,moderate,30.599999999999998,32-2000
2000-08-07,Charleston,9,6,7,389,Drug Distribution,120.0,44-53-0375(C)(2)(b),Judge 3,0,1,39,1,892,moderate,102.0,32-2000
2000-08-08,Berkeley,9,1,3,13,Assault,12.0,"C/L, 17-25-0030",Judge 3,0,1,38,1,893,voluminous,3.0,32-2000
2000-08-08,Charleston,9,6,7,387,Drug Distribution,108.0,44-53-0370(e)(2)(a)2,Judge 3,0,1,26,1,894,minimal,91.8,32-2000
2000-08-09,Charleston,9,2,3,13,Assault,12.0,"C/L, 17-25-0030",Judge 3,0,1,18,0,895,minimal,3.0,32-2000
2000-08-09,Charleston,9,1,3,430,Theft,72.0,16-21-0080(3),Judge 3,1,1,32,1,896,voluminous,18.0,32-2000
2000-08-10,Charleston,9,1,4,86,Burglary,72.0,16-11-0312(B),Judge 3,0,1,22,1,897,voluminous,23.76,32-2000
2000-09-05,Charleston,9,1,4,80,Burglary,0.0,16-11-0312(A),Judge 3,0,0,16,0,898,minimal,0.0,36-2000
2000-09-05,Charleston,9,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 3,0,0,34,1,899,none,0.0,36-2000
2000-09-06,Charleston,9,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 3,0,0,22,1,900,none,0.0,36-2000
2000-09-06,Charleston,9,1,3,13,Assault,12.0,"C/L, 17-25-0030",Judge 3,0,1,25,1,901,moderate,3.0,36-2000
2000-09-06,Charleston,9,3,4,86,Burglary,96.0,16-11-0312(B),Judge 3,0,1,43,1,902,moderate,31.68,36-2000
2000-09-06,Charleston,9,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 3,0,0,17,1,903,none,0.0,36-2000
2000-09-06,Berkeley,9,2,2,258,Burglary,48.0,"16-13-0160(1)(2), (B)",Judge 3,0,1,31,1,904,voluminous,12.0,36-2000
2000-09-06,Charleston,9,1,1,296,Drug Possesion,0.0,44-53-0040(B),Judge 3,0,0,40,0,905,minimal,0.0,36-2000
2000-09-06,Charleston,9,1,2,1345,Theft,0.0,34-03-0110(B),Judge 3,0,0,46,1,906,minimal,0.0,36-2000
2000-09-06,Charleston,9,1,2,2367,Other,0.0,16-01-0057,Judge 3,0,0,34,1,907,minimal,0.0,36-2000
2000-09-07,Charleston,9,1,3,13,Assault,4.0,"C/L, 17-25-0030",Judge 3,0,1,42,1,908,extensive,1.0,36-2000
2000-09-07,Charleston,9,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 3,0,0,23,0,909,none,0.0,36-2000
2000-09-07,Charleston,9,1,2,297,Drug Possesion,0.0,44-53-0040(B),Judge 3,0,0,29,0,910,minimal,0.0,36-2000
2000-09-07,Charleston,9,1,2,348,Fraud,0.0,"16-14-0020, 100(b)",Judge 3,0,0,18,1,911,minimal,0.0,36-2000
2000-09-07,Charleston,9,1,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 3,0,0,40,0,912,minimal,0.0,36-2000
2000-09-07,Charleston,9,2,3,421,Fraud,96.0,16-13-0230(B)(3),Judge 3,0,1,39,1,913,moderate,24.0,36-2000
2000-09-07,Charleston,9,1,3,437,Other,0.0,24-07-0155,Judge 3,0,0,43,0,914,minimal,0.0,36-2000
2000-09-07,Charleston,9,3,2,538,Theft,12.0,16-21-0080(2),Judge 3,0,1,20,1,915,moderate,3.0,36-2000
2000-09-07,Charleston,9,1,1,685,Other,0.0,"16-25-0020, 0040",Judge 3,0,0,30,1,916,none,0.0,36-2000
2000-09-07,Charleston,9,1,1,744,Other,6.0,"16-15-0090, 0110(3)",Judge 3,0,1,29,1,917,extensive,1.5,36-2000
2000-09-07,Charleston,9,1,1,744,Other,12.0,"16-15-0090, 0110(3)",Judge 3,0,1,31,0,918,extensive,3.0,36-2000
2000-09-08,Berkeley,9,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 3,0,0,21,0,919,moderate,0.0,36-2000
2000-09-08,Charleston,9,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 3,0,0,20,0,920,minimal,0.0,36-2000
2000-09-08,Charleston,9,1,2,427,Burglary,0.0,16-11-0313,Judge 3,0,0,37,0,921,minimal,0.0,36-2000
2000-09-08,Charleston,9,1,1,685,Other,0.0,"16-25-0020, 0040",Judge 3,0,0,43,1,922,minimal,0.0,36-2000
2000-09-08,Charleston,9,1,2,2367,Other,60.0,16-01-0057,Judge 3,0,1,34,1,923,voluminous,15.0,36-2000
2000-09-08,Charleston,9,1,2,2367,Other,0.0,16-01-0057,Judge 3,0,0,55,0,924,minimal,0.0,36-2000
2000-09-20,Charleston,9,1,8,79,Burglary,204.0,16-11-0311,Judge 3,1,1,31,0,925,voluminous,173.4,38-2000
2000-09-20,Charleston,9,3,4,86,Burglary,72.0,16-11-0312(B),Judge 3,0,1,36,1,926,extensive,23.76,38-2000
2000-09-21,Charleston,9,7,3,430,Theft,72.0,16-21-0080(3),Judge 3,0,1,27,1,927,voluminous,18.0,38-2000
2000-09-22,Berkeley,9,8,8,79,Burglary,360.0,16-11-0311,Judge 3,0,1,47,0,928,moderate,306.0,38-2000
2000-11-06,Newberry,8,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 3,0,0,35,1,929,none,0.0,45-2000
2000-11-06,Newberry,8,1,3,256,Other,0.0,16-09-0320(B),Judge 3,0,0,36,1,930,voluminous,0.0,45-2000
2000-11-06,Newberry,8,1,2,533,Fraud,0.0,16-13-0430(C)(2),Judge 3,0,0,32,1,931,none,0.0,45-2000
2000-11-08,Newberry,8,2,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 3,0,0,21,1,932,none,0.0,45-2000
2000-11-08,Newberry,8,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 3,0,0,22,1,933,none,0.0,45-2000
2000-11-08,Newberry,8,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 3,0,0,40,0,934,voluminous,0.0,45-2000
2000-11-08,Newberry,8,1,1,488,Fraud,0.0,16-13-0010,Judge 3,0,0,17,1,935,none,0.0,45-2000
2000-12-04,Williamsburg,3,1,1,48,Other,0.0,16-17-0490,Judge 3,0,0,30,0,936,none,0.0,49-2000
2000-12-04,Williamsburg,3,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 3,0,0,47,1,937,moderate,0.0,49-2000
2000-12-04,Williamsburg,3,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 3,0,0,25,1,938,minimal,0.0,49-2000
2000-12-04,Williamsburg,3,3,7,139,Robbery,120.0,16-11-0330(A),Judge 3,0,1,19,1,939,none,102.0,49-2000
2000-12-05,Williamsburg,3,3,5,26,Rape,108.0,16-11-0330(B),Judge 3,0,1,24,1,940,minimal,91.8,49-2000
2000-12-05,Williamsburg,3,4,5,254,Rape,72.0,"16-03-0656, 0653(2)",Judge 3,0,1,18,1,941,none,18.0,49-2000
2000-12-06,Williamsburg,3,1,1,27,Drug Possesion,0.0,44-53-0420,Judge 3,0,0,22,1,942,none,0.0,49-2000
2000-12-06,Williamsburg,3,1,4,80,Burglary,0.0,16-11-0312(A),Judge 3,0,0,21,1,943,none,0.0,49-2000
2000-12-06,Williamsburg,3,3,4,80,Burglary,30.0,16-11-0312(A),Judge 3,0,1,37,1,944,moderate,7.5,49-2000
2000-12-06,Williamsburg,3,3,7,139,Robbery,156.0,16-11-0330(A),Judge 3,0,1,21,1,945,none,132.6,49-2000
2000-12-06,Williamsburg,3,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 3,0,0,27,1,946,minimal,0.0,49-2000
2000-12-06,Williamsburg,3,1,2,513,Theft,0.0,16-13-0180(2),Judge 3,0,0,20,1,947,minimal,0.0,49-2000
2000-12-07,Williamsburg,3,2,7,139,Robbery,120.0,16-11-0330(A),Judge 3,0,1,29,1,948,moderate,102.0,49-2000
2000-12-07,Williamsburg,3,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 3,0,0,21,1,949,moderate,0.0,49-2000
2001-01-08,Horry,15,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 3,0,0,45,0,950,none,0.0,2-2001
2001-01-08,Horry,15,1,2,183,Drug Distribution,0.0,44-53-0370(b)(1),Judge 3,0,0,28,0,951,none,0.0,2-2001
2001-01-08,Horry,15,2,2,183,Drug Distribution,3.3,44-53-0370(b)(1),Judge 3,0,1,28,0,952,none,0.824999988079071,2-2001
2001-01-08,Horry,15,1,7,217,Homicide,120.0,16-03-0050,Judge 3,0,1,30,0,953,none,102.0,2-2001
2001-01-08,Horry,15,1,4,406,Other,4.0,56-05-2945(A)(1),Judge 3,0,1,24,0,954,minimal,1.0,2-2001
2001-01-08,Horry,15,1,2,427,Burglary,0.0,16-11-0313,Judge 3,0,0,30,0,955,none,0.0,2-2001
2001-01-08,Horry,15,1,1,781,Other,0.0,"C/L, 17-25-0030",Judge 3,0,0,30,0,956,none,0.0,2-2001
2001-01-09,Horry,15,1,1,91,Other,0.0,16-15-0130,Judge 3,0,0,21,0,957,none,0.0,2-2001
2001-01-09,Horry,15,4,2,183,Drug Distribution,36.0,44-53-0370(b)(1),Judge 3,0,1,23,0,958,none,9.0,2-2001
2001-01-09,Horry,15,1,2,538,Theft,18.0,16-21-0080(2),Judge 3,0,1,21,0,959,moderate,4.5,2-2001
2001-01-10,Horry,15,1,1,129,Theft,12.0,16-13-0150,Judge 3,0,1,41,1,960,voluminous,3.0,2-2001
2001-01-10,Horry,15,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 3,0,0,23,1,961,none,0.0,2-2001
2001-01-10,Horry,15,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 3,0,0,21,1,962,none,0.0,2-2001
2001-01-10,Horry,15,1,2,183,Drug Distribution,3.3,44-53-0370(b)(1),Judge 3,0,1,20,1,963,none,0.824999988079071,2-2001
2001-01-10,Horry,15,1,2,2349,Fraud,0.0,16-14-0060(a)(1-5),Judge 3,0,0,54,0,964,minimal,0.0,2-2001
2001-01-11,Horry,15,2,2,112,Drug Distribution,3.3,44-53-0375(B)(1),Judge 3,0,1,28,1,965,moderate,0.824999988079071,2-2001
2001-01-11,Horry,15,1,4,406,Other,0.0,56-05-2945(A)(1),Judge 3,0,0,23,0,966,none,0.0,2-2001
2001-01-11,Horry,15,1,3,450,Drug Distribution,36.0,44-53-0375(C)(1)(a),Judge 3,0,1,20,0,967,none,11.88,2-2001
2001-01-11,Horry,15,1,3,450,Drug Distribution,36.0,44-53-0375(C)(1)(a),Judge 3,0,1,25,0,968,none,11.88,2-2001
2001-01-22,Georgetown,15,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 3,0,0,26,1,969,none,0.0,4-2001
2001-01-22,Georgetown,15,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 3,0,0,44,0,970,none,0.0,4-2001
2001-01-22,Georgetown,15,1,3,421,Fraud,0.0,16-13-0230(B)(3),Judge 3,0,0,45,1,971,minimal,0.0,4-2001
2001-01-22,Georgetown,15,1,6,2359,Drug Distribution,84.0,44-53-0370(e)(2)(b)1,Judge 3,0,1,31,0,972,moderate,71.39999999999999,4-2001
2001-01-22,Georgetown,15,1,4,2413,Other,0.0,16-01-0055,Judge 3,0,0,20,1,973,none,0.0,4-2001
2001-01-25,Georgetown,15,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 3,0,0,20,0,974,none,0.0,4-2001
2001-01-29,Georgetown,15,1,3,13,Assault,18.0,"C/L, 17-25-0030",Judge 3,0,1,23,1,975,none,4.5,5-2001
2001-01-29,Georgetown,15,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 3,0,0,41,1,976,minimal,0.0,5-2001
2001-01-29,Georgetown,15,1,2,427,Burglary,0.0,16-11-0313,Judge 3,0,0,39,0,977,none,0.0,5-2001
2001-01-29,Georgetown,15,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 3,0,0,41,1,978,minimal,0.0,5-2001
2001-02-01,Georgetown,15,1,8,2356,Homicide,480.0,"16-03-0085(A)(1), (B), (C)(1)",Judge 3,1,1,23,0,979,none,399.5,5-2001
2001-02-26,Georgetown,15,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 3,0,0,19,1,980,none,0.0,9-2001
2001-02-26,Georgetown,15,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 3,0,0,24,1,981,none,0.0,9-2001
2001-02-26,Georgetown,15,1,2,101,Drug Possesion,0.0,44-53-0375(A),Judge 3,0,0,44,0,982,none,0.0,9-2001
2001-02-26,Georgetown,15,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 3,0,0,51,1,983,minimal,0.0,9-2001
2001-02-26,Georgetown,15,2,2,183,Drug Distribution,6.7,44-53-0370(b)(1),Judge 3,0,1,41,1,984,voluminous,1.6749999523162842,9-2001
2001-02-26,Georgetown,15,1,3,421,Fraud,0.0,16-13-0230(B)(3),Judge 3,0,0,56,0,985,none,0.0,9-2001
2001-02-26,Georgetown,15,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 3,0,0,68,1,986,none,0.0,9-2001
2001-02-26,Georgetown,15,1,2,2427,Fraud,36.0,16-13-0010(B)(2),Judge 3,0,1,34,1,987,extensive,9.0,9-2001
2001-02-26,Georgetown,15,3,4,2468,Other,36.0,16-15-0140,Judge 3,0,1,50,0,988,none,9.0,9-2001
2001-02-27,Georgetown,15,3,3,13,Assault,72.0,"C/L, 17-25-0030",Judge 3,0,1,39,0,989,moderate,18.0,9-2001
2001-02-27,Georgetown,15,4,5,14,Assault,121.0,16-03-0620,Judge 3,0,1,26,1,990,moderate,102.85,9-2001
2001-02-27,Georgetown,15,1,3,87,Other,0.0,"16-17-0430(A)(1)(2)(4), (B)(1)",Judge 3,0,0,27,0,991,minimal,0.0,9-2001
2001-03-01,Georgetown,15,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 3,0,0,41,0,992,minimal,0.0,9-2001
2001-03-01,Georgetown,15,2,5,14,Assault,144.0,16-03-0620,Judge 3,0,1,23,1,993,minimal,122.39999999999999,9-2001
2001-03-01,Georgetown,15,1,1,48,Other,0.0,16-17-0490,Judge 3,0,0,20,0,994,minimal,0.0,9-2001
2001-03-01,Georgetown,15,2,2,112,Drug Distribution,6.7,44-53-0375(B)(1),Judge 3,0,1,23,1,995,moderate,1.6749999523162842,9-2001
2001-03-01,Georgetown,15,1,2,183,Drug Distribution,7.6,44-53-0370(b)(1),Judge 3,0,1,25,1,996,none,1.899999976158142,9-2001
2001-03-01,Georgetown,15,1,3,256,Other,0.0,16-09-0320(B),Judge 3,0,0,33,1,997,none,0.0,9-2001
2001-03-01,Georgetown,15,1,2,2367,Other,6.0,16-01-0057,Judge 3,0,1,43,1,998,moderate,1.5,9-2001
2001-03-01,Georgetown,15,1,3,2390,Assault,12.0,"16-25-0065, 17-25-0030",Judge 3,0,1,28,1,999,minimal,3.0,9-2001
2001-03-02,Georgetown,15,2,1,65,Other,6.0,56-05-0750(B)(1),Judge 3,0,1,32,1,1000,none,1.5,9-2001
2001-03-02,Georgetown,15,2,7,184,Drug Distribution,24.0,44-53-0370(b)(1),Judge 3,0,1,29,1,1001,moderate,20.4,9-2001
2001-03-02,Georgetown,15,3,2,2427,Fraud,48.0,16-13-0010(B)(2),Judge 3,0,1,33,1,1002,moderate,12.0,9-2001
2001-04-09,Horry,15,1,3,87,Other,0.0,"16-17-0430(A)(1)(2)(4), (B)(1)",Judge 3,0,0,30,0,1003,none,0.0,15-2001
2001-04-09,Horry,15,1,3,421,Fraud,0.0,16-13-0230(B)(3),Judge 3,0,0,73,0,1004,none,0.0,15-2001
2001-04-09,Horry,15,1,2,513,Theft,0.0,16-13-0180(2),Judge 3,0,0,30,0,1005,none,0.0,15-2001
